League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Standard,2022-11-16,Chaos Orb,Exalted Orb,0.04817,High,3.19,No,Yes
Standard,2022-11-17,Chaos Orb,Exalted Orb,0.04869,High,3.19,No,Yes
Standard,2022-11-18,Chaos Orb,Exalted Orb,0.04995,High,3.19,No,Yes
Standard,2022-11-19,Chaos Orb,Exalted Orb,0.04946,High,3.19,No,Yes
Standard,2022-11-20,Chaos Orb,Exalted Orb,0.04956,High,3.19,No,Yes
Standard,2022-11-21,Chaos Orb,Exalted Orb,0.04971,High,3.19,No,Yes
Standard,2022-11-22,Chaos Orb,Exalted Orb,0.04931,High,3.19,No,Yes
Standard,2022-11-23,Chaos Orb,Exalted Orb,0.04808,High,3.19,No,Yes
Standard,2022-11-24,Chaos Orb,Exalted Orb,0.04403,High,3.19,No,Yes
Standard,2022-11-25,Chaos Orb,Exalted Orb,0.04803,High,3.19,No,Yes
Standard,2022-11-26,Chaos Orb,Exalted Orb,0.04837,High,3.19,No,Yes
Standard,2022-11-27,Chaos Orb,Exalted Orb,0.04861,High,3.19,No,Yes
Standard,2022-11-28,Chaos Orb,Exalted Orb,0.04762,High,3.19,No,Yes
Standard,2022-11-29,Chaos Orb,Exalted Orb,0.04861,High,3.19,No,Yes
Standard,2022-11-30,Chaos Orb,Exalted Orb,0.04832,High,3.19,No,Yes
Standard,2022-12-01,Chaos Orb,Exalted Orb,0.04762,High,3.19,No,Yes
Standard,2022-12-02,Chaos Orb,Exalted Orb,0.04762,High,3.19,No,Yes
Standard,2022-12-03,Chaos Orb,Exalted Orb,0.04795,High,3.19,No,Yes
Standard,2022-12-04,Chaos Orb,Exalted Orb,0.04878,High,3.19,No,Yes
Standard,2022-12-05,Chaos Orb,Exalted Orb,0.04944,High,3.19,No,Yes
Standard,2022-12-06,Chaos Orb,Exalted Orb,0.04962,High,3.19,No,Yes
Standard,2022-08-19,Chaos Orb,Glassblower's Bauble,18.73611,Medium,3.19,No,Yes
Standard,2022-08-20,Chaos Orb,Glassblower's Bauble,18.69444,Medium,3.19,No,Yes
Standard,2022-08-21,Chaos Orb,Glassblower's Bauble,20.667,Low,3.19,No,Yes
Standard,2022-08-22,Chaos Orb,Glassblower's Bauble,21.277,Low,3.19,No,Yes
Standard,2022-08-23,Chaos Orb,Glassblower's Bauble,18.29211,Low,3.19,No,Yes
Standard,2022-08-24,Chaos Orb,Glassblower's Bauble,17.67778,Low,3.19,No,Yes
Standard,2022-08-25,Chaos Orb,Glassblower's Bauble,18.0,Low,3.19,No,Yes
Standard,2022-08-26,Chaos Orb,Glassblower's Bauble,18.0,Medium,3.19,No,Yes
Standard,2022-08-27,Chaos Orb,Glassblower's Bauble,18.0,Medium,3.19,No,Yes
Standard,2022-08-28,Chaos Orb,Glassblower's Bauble,18.57895,Medium,3.19,No,Yes
Standard,2022-08-29,Chaos Orb,Glassblower's Bauble,18.57895,Medium,3.19,No,Yes
Standard,2022-08-30,Chaos Orb,Glassblower's Bauble,18.38889,Medium,3.19,No,Yes
Standard,2022-08-31,Chaos Orb,Glassblower's Bauble,17.73611,Medium,3.19,No,Yes
Standard,2022-09-01,Chaos Orb,Glassblower's Bauble,16.78158,Medium,3.19,No,Yes
Standard,2022-09-02,Chaos Orb,Glassblower's Bauble,16.8175,Medium,3.19,No,Yes
Standard,2022-09-03,Chaos Orb,Glassblower's Bauble,17.44737,Medium,3.19,No,Yes
Standard,2022-09-04,Chaos Orb,Glassblower's Bauble,17.68421,Medium,3.19,No,Yes
Standard,2022-09-05,Chaos Orb,Glassblower's Bauble,16.18056,Medium,3.19,No,Yes
Standard,2022-09-06,Chaos Orb,Glassblower's Bauble,16.18056,Medium,3.19,No,Yes
Standard,2022-09-07,Chaos Orb,Glassblower's Bauble,14.64211,Low,3.19,No,Yes
Standard,2022-09-08,Chaos Orb,Glassblower's Bauble,14.67778,Low,3.19,No,Yes
Standard,2022-09-09,Chaos Orb,Glassblower's Bauble,16.85,Low,3.19,No,Yes
Standard,2022-09-10,Chaos Orb,Glassblower's Bauble,16.25,Medium,3.19,No,Yes
Standard,2022-09-11,Chaos Orb,Glassblower's Bauble,16.85,Low,3.19,No,Yes
Standard,2022-09-12,Chaos Orb,Glassblower's Bauble,17.1,Low,3.19,No,Yes
Standard,2022-09-13,Chaos Orb,Glassblower's Bauble,16.8,Medium,3.19,No,Yes
Standard,2022-09-14,Chaos Orb,Glassblower's Bauble,16.8,Medium,3.19,No,Yes
Standard,2022-09-15,Chaos Orb,Glassblower's Bauble,18.0,Low,3.19,No,Yes
Standard,2022-09-16,Chaos Orb,Glassblower's Bauble,18.47,Low,3.19,No,Yes
Standard,2022-09-17,Chaos Orb,Glassblower's Bauble,18.47,Low,3.19,No,Yes
Standard,2022-09-18,Chaos Orb,Glassblower's Bauble,17.3,Low,3.19,No,Yes
Standard,2022-09-19,Chaos Orb,Glassblower's Bauble,17.29,Low,3.19,No,Yes
Standard,2022-09-20,Chaos Orb,Glassblower's Bauble,17.29,Low,3.19,No,Yes
Standard,2022-09-21,Chaos Orb,Glassblower's Bauble,17.6,Low,3.19,No,Yes
Standard,2022-09-22,Chaos Orb,Glassblower's Bauble,19.0,Low,3.19,No,Yes
Standard,2022-09-23,Chaos Orb,Glassblower's Bauble,19.0,Low,3.19,No,Yes
Standard,2022-09-24,Chaos Orb,Glassblower's Bauble,19.0,Low,3.19,No,Yes
Standard,2022-09-25,Chaos Orb,Glassblower's Bauble,19.0,Low,3.19,No,Yes
Standard,2022-09-26,Chaos Orb,Glassblower's Bauble,16.0,Medium,3.19,No,Yes
Standard,2022-09-27,Chaos Orb,Glassblower's Bauble,16.0,Medium,3.19,No,Yes
Standard,2022-09-28,Chaos Orb,Glassblower's Bauble,16.0,Low,3.19,No,Yes
Standard,2022-09-29,Chaos Orb,Glassblower's Bauble,16.0,Low,3.19,No,Yes
Standard,2022-09-30,Chaos Orb,Glassblower's Bauble,16.0,Low,3.19,No,Yes
Standard,2022-10-01,Chaos Orb,Glassblower's Bauble,16.0,Low,3.19,No,Yes
Standard,2022-10-02,Chaos Orb,Glassblower's Bauble,15.82,Low,3.19,No,Yes
Standard,2022-10-03,Chaos Orb,Glassblower's Bauble,15.755,Low,3.19,No,Yes
Standard,2022-10-04,Chaos Orb,Glassblower's Bauble,15.755,Low,3.19,No,Yes
Standard,2022-10-05,Chaos Orb,Glassblower's Bauble,15.755,Low,3.19,No,Yes
Standard,2022-10-06,Chaos Orb,Glassblower's Bauble,16.409,Low,3.19,No,Yes
Standard,2022-10-07,Chaos Orb,Glassblower's Bauble,16.4,Low,3.19,No,Yes
Standard,2022-10-08,Chaos Orb,Glassblower's Bauble,16.235,Low,3.19,No,Yes
Standard,2022-10-09,Chaos Orb,Glassblower's Bauble,17.78333,Low,3.19,No,Yes
Standard,2022-10-10,Chaos Orb,Glassblower's Bauble,17.78333,Low,3.19,No,Yes
Standard,2022-10-11,Chaos Orb,Glassblower's Bauble,16.44,Low,3.19,No,Yes
Standard,2022-10-12,Chaos Orb,Glassblower's Bauble,16.44,Low,3.19,No,Yes
Standard,2022-10-13,Chaos Orb,Glassblower's Bauble,16.36444,Low,3.19,No,Yes
Standard,2022-10-14,Chaos Orb,Glassblower's Bauble,16.36444,Low,3.19,No,Yes
Standard,2022-10-15,Chaos Orb,Glassblower's Bauble,17.76,Low,3.19,No,Yes
Standard,2022-10-16,Chaos Orb,Glassblower's Bauble,17.76,Low,3.19,No,Yes
Standard,2022-10-17,Chaos Orb,Glassblower's Bauble,16.4,Low,3.19,No,Yes
Standard,2022-10-19,Chaos Orb,Glassblower's Bauble,16.4,Low,3.19,No,Yes
Standard,2022-10-20,Chaos Orb,Glassblower's Bauble,16.4,Low,3.19,No,Yes
Standard,2022-10-21,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-10-22,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-10-23,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-10-24,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-10-25,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-10-26,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-10-27,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-10-28,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-10-29,Chaos Orb,Glassblower's Bauble,21.425,Low,3.19,No,Yes
Standard,2022-10-30,Chaos Orb,Glassblower's Bauble,18.6175,Low,3.19,No,Yes
Standard,2022-10-31,Chaos Orb,Glassblower's Bauble,19.26111,Low,3.19,No,Yes
Standard,2022-11-01,Chaos Orb,Glassblower's Bauble,19.26907,Low,3.19,No,Yes
Standard,2022-11-02,Chaos Orb,Glassblower's Bauble,20.595,Low,3.19,No,Yes
Standard,2022-11-03,Chaos Orb,Glassblower's Bauble,15.55741,Low,3.19,No,Yes
Standard,2022-11-04,Chaos Orb,Glassblower's Bauble,14.62467,Low,3.19,No,Yes
Standard,2022-11-05,Chaos Orb,Glassblower's Bauble,14.55333,Low,3.19,No,Yes
Standard,2022-11-06,Chaos Orb,Glassblower's Bauble,14.53917,Low,3.19,No,Yes
Standard,2022-11-07,Chaos Orb,Glassblower's Bauble,14.56167,Low,3.19,No,Yes
Standard,2022-11-08,Chaos Orb,Glassblower's Bauble,14.56167,Low,3.19,No,Yes
Standard,2022-11-09,Chaos Orb,Glassblower's Bauble,14.5475,Low,3.19,No,Yes
Standard,2022-11-10,Chaos Orb,Glassblower's Bauble,15.8025,Low,3.19,No,Yes
Standard,2022-11-11,Chaos Orb,Glassblower's Bauble,15.8025,Low,3.19,No,Yes
Standard,2022-11-12,Chaos Orb,Glassblower's Bauble,15.8025,Low,3.19,No,Yes
Standard,2022-11-13,Chaos Orb,Glassblower's Bauble,15.8025,Low,3.19,No,Yes
Standard,2022-11-14,Chaos Orb,Glassblower's Bauble,15.3675,Low,3.19,No,Yes
Standard,2022-11-15,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-11-16,Chaos Orb,Glassblower's Bauble,19.5,Low,3.19,No,Yes
Standard,2022-11-17,Chaos Orb,Glassblower's Bauble,25.0,Low,3.19,No,Yes
Standard,2022-11-18,Chaos Orb,Glassblower's Bauble,40.0,Low,3.19,No,Yes
Standard,2022-11-19,Chaos Orb,Glassblower's Bauble,40.0,Low,3.19,No,Yes
Standard,2022-11-20,Chaos Orb,Glassblower's Bauble,40.0,Low,3.19,No,Yes
Standard,2022-11-21,Chaos Orb,Glassblower's Bauble,40.0,Low,3.19,No,Yes
Standard,2022-11-22,Chaos Orb,Glassblower's Bauble,40.0,Low,3.19,No,Yes
Standard,2022-11-23,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-11-24,Chaos Orb,Glassblower's Bauble,20.0,Low,3.19,No,Yes
Standard,2022-11-25,Chaos Orb,Glassblower's Bauble,21.45,Low,3.19,No,Yes
Standard,2022-11-26,Chaos Orb,Glassblower's Bauble,21.45,Low,3.19,No,Yes
Standard,2022-11-27,Chaos Orb,Glassblower's Bauble,21.45,Low,3.19,No,Yes
Standard,2022-11-28,Chaos Orb,Glassblower's Bauble,19.20556,Low,3.19,No,Yes
Standard,2022-11-29,Chaos Orb,Glassblower's Bauble,21.585,Low,3.19,No,Yes
Standard,2022-11-30,Chaos Orb,Glassblower's Bauble,21.50667,Low,3.19,No,Yes
Standard,2022-12-01,Chaos Orb,Glassblower's Bauble,20.595,Low,3.19,No,Yes
Standard,2022-12-02,Chaos Orb,Glassblower's Bauble,20.595,Low,3.19,No,Yes
Standard,2022-12-03,Chaos Orb,Glassblower's Bauble,20.595,Low,3.19,No,Yes
Standard,2022-12-04,Chaos Orb,Glassblower's Bauble,18.73519,Low,3.19,No,Yes
Standard,2022-12-05,Chaos Orb,Glassblower's Bauble,19.228,Low,3.19,No,Yes
Standard,2022-12-06,Chaos Orb,Glassblower's Bauble,18.92,Low,3.19,No,Yes
Standard,2022-08-19,Glassblower's Bauble,Chaos Orb,0.14237,High,3.19,No,Yes
Standard,2022-08-20,Glassblower's Bauble,Chaos Orb,0.1419,High,3.19,No,Yes
Standard,2022-08-21,Glassblower's Bauble,Chaos Orb,0.13462,High,3.19,No,Yes
Standard,2022-08-22,Glassblower's Bauble,Chaos Orb,0.14285,High,3.19,No,Yes
Standard,2022-08-23,Glassblower's Bauble,Chaos Orb,0.14286,High,3.19,No,Yes
Standard,2022-08-24,Glassblower's Bauble,Chaos Orb,0.14224,High,3.19,No,Yes
Standard,2022-08-25,Glassblower's Bauble,Chaos Orb,0.14226,High,3.19,No,Yes
Standard,2022-08-26,Glassblower's Bauble,Chaos Orb,0.13836,High,3.19,No,Yes
Standard,2022-08-27,Glassblower's Bauble,Chaos Orb,0.125,High,3.19,No,Yes
Standard,2022-08-28,Glassblower's Bauble,Chaos Orb,0.12323,High,3.19,No,Yes
Standard,2022-08-29,Glassblower's Bauble,Chaos Orb,0.12217,High,3.19,No,Yes
Standard,2022-08-30,Glassblower's Bauble,Chaos Orb,0.12219,High,3.19,No,Yes
Standard,2022-08-31,Glassblower's Bauble,Chaos Orb,0.14224,High,3.19,No,Yes
Standard,2022-09-01,Glassblower's Bauble,Chaos Orb,0.13732,High,3.19,No,Yes
Standard,2022-09-02,Glassblower's Bauble,Chaos Orb,0.13,High,3.19,No,Yes
Standard,2022-09-03,Glassblower's Bauble,Chaos Orb,0.13077,High,3.19,No,Yes
Standard,2022-09-04,Glassblower's Bauble,Chaos Orb,0.12376,High,3.19,No,Yes
Standard,2022-09-05,Glassblower's Bauble,Chaos Orb,0.1261,High,3.19,No,Yes
Standard,2022-09-06,Glassblower's Bauble,Chaos Orb,0.12219,High,3.19,No,Yes
Standard,2022-09-07,Glassblower's Bauble,Chaos Orb,0.12346,High,3.19,No,Yes
Standard,2022-09-08,Glassblower's Bauble,Chaos Orb,0.12911,High,3.19,No,Yes
Standard,2022-09-09,Glassblower's Bauble,Chaos Orb,0.12625,High,3.19,No,Yes
Standard,2022-09-10,Glassblower's Bauble,Chaos Orb,0.1224,High,3.19,No,Yes
Standard,2022-09-11,Glassblower's Bauble,Chaos Orb,0.12206,High,3.19,No,Yes
Standard,2022-09-12,Glassblower's Bauble,Chaos Orb,0.1222,High,3.19,No,Yes
Standard,2022-09-13,Glassblower's Bauble,Chaos Orb,0.12278,High,3.19,No,Yes
Standard,2022-09-14,Glassblower's Bauble,Chaos Orb,0.12149,High,3.19,No,Yes
Standard,2022-09-15,Glassblower's Bauble,Chaos Orb,0.12015,High,3.19,No,Yes
Standard,2022-09-16,Glassblower's Bauble,Chaos Orb,0.12271,High,3.19,No,Yes
Standard,2022-09-17,Glassblower's Bauble,Chaos Orb,0.12074,High,3.19,No,Yes
Standard,2022-09-18,Glassblower's Bauble,Chaos Orb,0.1221,High,3.19,No,Yes
Standard,2022-09-19,Glassblower's Bauble,Chaos Orb,0.12219,High,3.19,No,Yes
Standard,2022-09-20,Glassblower's Bauble,Chaos Orb,0.12987,High,3.19,No,Yes
Standard,2022-09-21,Glassblower's Bauble,Chaos Orb,0.13333,High,3.19,No,Yes
Standard,2022-09-22,Glassblower's Bauble,Chaos Orb,0.13333,High,3.19,No,Yes
Standard,2022-09-23,Glassblower's Bauble,Chaos Orb,0.12477,High,3.19,No,Yes
Standard,2022-09-24,Glassblower's Bauble,Chaos Orb,0.13098,High,3.19,No,Yes
Standard,2022-09-25,Glassblower's Bauble,Chaos Orb,0.13118,High,3.19,No,Yes
Standard,2022-09-26,Glassblower's Bauble,Chaos Orb,0.12962,High,3.19,No,Yes
Standard,2022-09-27,Glassblower's Bauble,Chaos Orb,0.11653,High,3.19,No,Yes
Standard,2022-09-28,Glassblower's Bauble,Chaos Orb,0.12896,High,3.19,No,Yes
Standard,2022-09-29,Glassblower's Bauble,Chaos Orb,0.11871,High,3.19,No,Yes
Standard,2022-09-30,Glassblower's Bauble,Chaos Orb,0.12441,High,3.19,No,Yes
Standard,2022-10-01,Glassblower's Bauble,Chaos Orb,0.12195,High,3.19,No,Yes
Standard,2022-10-02,Glassblower's Bauble,Chaos Orb,0.12374,High,3.19,No,Yes
Standard,2022-10-03,Glassblower's Bauble,Chaos Orb,0.13174,High,3.19,No,Yes
Standard,2022-10-04,Glassblower's Bauble,Chaos Orb,0.12641,High,3.19,No,Yes
Standard,2022-10-05,Glassblower's Bauble,Chaos Orb,0.126,High,3.19,No,Yes
Standard,2022-10-06,Glassblower's Bauble,Chaos Orb,0.12589,High,3.19,No,Yes
Standard,2022-10-07,Glassblower's Bauble,Chaos Orb,0.12628,High,3.19,No,Yes
Standard,2022-10-08,Glassblower's Bauble,Chaos Orb,0.12336,High,3.19,No,Yes
Standard,2022-10-09,Glassblower's Bauble,Chaos Orb,0.12647,High,3.19,No,Yes
Standard,2022-10-10,Glassblower's Bauble,Chaos Orb,0.12596,High,3.19,No,Yes
Standard,2022-10-11,Glassblower's Bauble,Chaos Orb,0.12557,High,3.19,No,Yes
Standard,2022-10-12,Glassblower's Bauble,Chaos Orb,0.13089,High,3.19,No,Yes
Standard,2022-10-13,Glassblower's Bauble,Chaos Orb,0.13279,High,3.19,No,Yes
Standard,2022-10-14,Glassblower's Bauble,Chaos Orb,0.13125,High,3.19,No,Yes
Standard,2022-10-15,Glassblower's Bauble,Chaos Orb,0.12542,High,3.19,No,Yes
Standard,2022-10-16,Glassblower's Bauble,Chaos Orb,0.12242,High,3.19,No,Yes
Standard,2022-10-17,Glassblower's Bauble,Chaos Orb,0.12527,High,3.19,No,Yes
Standard,2022-10-18,Glassblower's Bauble,Chaos Orb,0.12442,High,3.19,No,Yes
Standard,2022-10-19,Glassblower's Bauble,Chaos Orb,0.12089,High,3.19,No,Yes
Standard,2022-10-20,Glassblower's Bauble,Chaos Orb,0.11671,High,3.19,No,Yes
Standard,2022-10-21,Glassblower's Bauble,Chaos Orb,0.125,High,3.19,No,Yes
Standard,2022-10-22,Glassblower's Bauble,Chaos Orb,0.11542,High,3.19,No,Yes
Standard,2022-10-23,Glassblower's Bauble,Chaos Orb,0.12518,High,3.19,No,Yes
Standard,2022-10-24,Glassblower's Bauble,Chaos Orb,0.14,High,3.19,No,Yes
Standard,2022-10-25,Glassblower's Bauble,Chaos Orb,0.12307,High,3.19,No,Yes
Standard,2022-10-26,Glassblower's Bauble,Chaos Orb,0.13271,High,3.19,No,Yes
Standard,2022-10-27,Glassblower's Bauble,Chaos Orb,0.13075,High,3.19,No,Yes
Standard,2022-10-28,Glassblower's Bauble,Chaos Orb,0.13333,High,3.19,No,Yes
Standard,2022-10-29,Glassblower's Bauble,Chaos Orb,0.1331,High,3.19,No,Yes
Standard,2022-10-30,Glassblower's Bauble,Chaos Orb,0.12639,High,3.19,No,Yes
Standard,2022-10-31,Glassblower's Bauble,Chaos Orb,0.13296,High,3.19,No,Yes
Standard,2022-11-01,Glassblower's Bauble,Chaos Orb,0.13312,High,3.19,No,Yes
Standard,2022-11-02,Glassblower's Bauble,Chaos Orb,0.11576,High,3.19,No,Yes
Standard,2022-11-03,Glassblower's Bauble,Chaos Orb,0.10832,High,3.19,No,Yes
Standard,2022-11-04,Glassblower's Bauble,Chaos Orb,0.11111,High,3.19,No,Yes
Standard,2022-11-05,Glassblower's Bauble,Chaos Orb,0.10556,High,3.19,No,Yes
Standard,2022-11-06,Glassblower's Bauble,Chaos Orb,0.11833,High,3.19,No,Yes
Standard,2022-11-07,Glassblower's Bauble,Chaos Orb,0.13116,High,3.19,No,Yes
Standard,2022-11-08,Glassblower's Bauble,Chaos Orb,0.12052,High,3.19,No,Yes
Standard,2022-11-09,Glassblower's Bauble,Chaos Orb,0.12325,High,3.19,No,Yes
Standard,2022-11-10,Glassblower's Bauble,Chaos Orb,0.13086,High,3.19,No,Yes
Standard,2022-11-11,Glassblower's Bauble,Chaos Orb,0.14144,High,3.19,No,Yes
Standard,2022-11-12,Glassblower's Bauble,Chaos Orb,0.1327,High,3.19,No,Yes
Standard,2022-11-13,Glassblower's Bauble,Chaos Orb,0.11068,High,3.19,No,Yes
Standard,2022-11-14,Glassblower's Bauble,Chaos Orb,0.12286,High,3.19,No,Yes
Standard,2022-11-15,Glassblower's Bauble,Chaos Orb,0.12305,High,3.19,No,Yes
Standard,2022-11-16,Glassblower's Bauble,Chaos Orb,0.1221,High,3.19,No,Yes
Standard,2022-11-17,Glassblower's Bauble,Chaos Orb,0.12041,High,3.19,No,Yes
Standard,2022-11-18,Glassblower's Bauble,Chaos Orb,0.12346,High,3.19,No,Yes
Standard,2022-11-19,Glassblower's Bauble,Chaos Orb,0.13675,High,3.19,No,Yes
Standard,2022-11-20,Glassblower's Bauble,Chaos Orb,0.12188,High,3.19,No,Yes
Standard,2022-11-21,Glassblower's Bauble,Chaos Orb,0.12154,High,3.19,No,Yes
Standard,2022-11-22,Glassblower's Bauble,Chaos Orb,0.10617,High,3.19,No,Yes
Standard,2022-11-23,Glassblower's Bauble,Chaos Orb,0.10247,High,3.19,No,Yes
Standard,2022-11-24,Glassblower's Bauble,Chaos Orb,0.10356,High,3.19,No,Yes
Standard,2022-11-25,Glassblower's Bauble,Chaos Orb,0.1162,High,3.19,No,Yes
Standard,2022-11-26,Glassblower's Bauble,Chaos Orb,0.12073,High,3.19,No,Yes
Standard,2022-11-27,Glassblower's Bauble,Chaos Orb,0.11727,High,3.19,No,Yes
Standard,2022-11-28,Glassblower's Bauble,Chaos Orb,0.11449,High,3.19,No,Yes
Standard,2022-11-29,Glassblower's Bauble,Chaos Orb,0.11765,High,3.19,No,Yes
Standard,2022-11-30,Glassblower's Bauble,Chaos Orb,0.12037,High,3.19,No,Yes
Standard,2022-12-01,Glassblower's Bauble,Chaos Orb,0.11566,High,3.19,No,Yes
Standard,2022-12-02,Glassblower's Bauble,Chaos Orb,0.11111,High,3.19,No,Yes
Standard,2022-12-03,Glassblower's Bauble,Chaos Orb,0.1148,High,3.19,No,Yes
Standard,2022-12-04,Glassblower's Bauble,Chaos Orb,0.11169,High,3.19,No,Yes
Standard,2022-12-05,Glassblower's Bauble,Chaos Orb,0.10909,High,3.19,No,Yes
Standard,2022-12-06,Glassblower's Bauble,Chaos Orb,0.10555,High,3.19,No,Yes
Standard,2022-08-19,Chaos Orb,Blessed Orb,6.62143,Medium,3.19,No,Yes
Standard,2022-08-20,Chaos Orb,Blessed Orb,6.60286,High,3.19,No,Yes
Standard,2022-08-21,Chaos Orb,Blessed Orb,6.76935,High,3.19,No,Yes
Standard,2022-08-22,Chaos Orb,Blessed Orb,7.0075,High,3.19,No,Yes
Standard,2022-08-23,Chaos Orb,Blessed Orb,8.60301,High,3.19,No,Yes
Standard,2022-08-24,Chaos Orb,Blessed Orb,8.60301,High,3.19,No,Yes
Standard,2022-08-25,Chaos Orb,Blessed Orb,7.67647,High,3.19,No,Yes
Standard,2022-08-26,Chaos Orb,Blessed Orb,6.65789,High,3.19,No,Yes
Standard,2022-08-27,Chaos Orb,Blessed Orb,6.74899,Medium,3.19,No,Yes
Standard,2022-08-28,Chaos Orb,Blessed Orb,6.6625,High,3.19,No,Yes
Standard,2022-08-29,Chaos Orb,Blessed Orb,6.539,Medium,3.19,No,Yes
Standard,2022-08-30,Chaos Orb,Blessed Orb,3.445,Medium,3.19,No,Yes
Standard,2022-08-31,Chaos Orb,Blessed Orb,5.66611,Medium,3.19,No,Yes
Standard,2022-09-01,Chaos Orb,Blessed Orb,5.66611,Medium,3.19,No,Yes
Standard,2022-09-02,Chaos Orb,Blessed Orb,5.66611,Medium,3.19,No,Yes
Standard,2022-09-03,Chaos Orb,Blessed Orb,5.48889,Medium,3.19,No,Yes
Standard,2022-09-04,Chaos Orb,Blessed Orb,5.0,Medium,3.19,No,Yes
Standard,2022-09-05,Chaos Orb,Blessed Orb,4.40625,Medium,3.19,No,Yes
Standard,2022-09-06,Chaos Orb,Blessed Orb,5.0,Medium,3.19,No,Yes
Standard,2022-09-07,Chaos Orb,Blessed Orb,4.5,Medium,3.19,No,Yes
Standard,2022-09-08,Chaos Orb,Blessed Orb,4.91667,Medium,3.19,No,Yes
Standard,2022-09-09,Chaos Orb,Blessed Orb,5.21977,Medium,3.19,No,Yes
Standard,2022-09-10,Chaos Orb,Blessed Orb,5.09425,Medium,3.19,No,Yes
Standard,2022-09-11,Chaos Orb,Blessed Orb,4.23983,Medium,3.19,No,Yes
Standard,2022-09-12,Chaos Orb,Blessed Orb,3.08396,Low,3.19,No,Yes
Standard,2022-09-13,Chaos Orb,Blessed Orb,3.35607,Low,3.19,No,Yes
Standard,2022-09-14,Chaos Orb,Blessed Orb,2.9,Medium,3.19,No,Yes
Standard,2022-09-15,Chaos Orb,Blessed Orb,2.79211,Low,3.19,No,Yes
Standard,2022-09-16,Chaos Orb,Blessed Orb,2.89167,Low,3.19,No,Yes
Standard,2022-09-17,Chaos Orb,Blessed Orb,2.89167,Low,3.19,No,Yes
Standard,2022-09-18,Chaos Orb,Blessed Orb,3.31765,Low,3.19,No,Yes
Standard,2022-09-19,Chaos Orb,Blessed Orb,3.76667,Medium,3.19,No,Yes
Standard,2022-09-20,Chaos Orb,Blessed Orb,3.78333,Medium,3.19,No,Yes
Standard,2022-09-21,Chaos Orb,Blessed Orb,4.75,Medium,3.19,No,Yes
Standard,2022-09-22,Chaos Orb,Blessed Orb,4.93375,Low,3.19,No,Yes
Standard,2022-09-23,Chaos Orb,Blessed Orb,4.93375,Low,3.19,No,Yes
Standard,2022-09-24,Chaos Orb,Blessed Orb,5.9375,Medium,3.19,No,Yes
Standard,2022-09-25,Chaos Orb,Blessed Orb,3.8125,Medium,3.19,No,Yes
Standard,2022-09-26,Chaos Orb,Blessed Orb,3.875,Medium,3.19,No,Yes
Standard,2022-09-27,Chaos Orb,Blessed Orb,4.94737,Medium,3.19,No,Yes
Standard,2022-09-28,Chaos Orb,Blessed Orb,5.27778,Medium,3.19,No,Yes
Standard,2022-09-29,Chaos Orb,Blessed Orb,5.0425,Medium,3.19,No,Yes
Standard,2022-09-30,Chaos Orb,Blessed Orb,5.27778,Medium,3.19,No,Yes
Standard,2022-10-01,Chaos Orb,Blessed Orb,5.1875,Medium,3.19,No,Yes
Standard,2022-10-02,Chaos Orb,Blessed Orb,2.39147,Medium,3.19,No,Yes
Standard,2022-10-03,Chaos Orb,Blessed Orb,3.85644,Low,3.19,No,Yes
Standard,2022-10-04,Chaos Orb,Blessed Orb,4.27368,Medium,3.19,No,Yes
Standard,2022-10-05,Chaos Orb,Blessed Orb,3.23,Low,3.19,No,Yes
Standard,2022-10-06,Chaos Orb,Blessed Orb,3.3578,Low,3.19,No,Yes
Standard,2022-10-07,Chaos Orb,Blessed Orb,3.57886,Medium,3.19,No,Yes
Standard,2022-10-08,Chaos Orb,Blessed Orb,4.055,Medium,3.19,No,Yes
Standard,2022-10-09,Chaos Orb,Blessed Orb,4.22006,Medium,3.19,No,Yes
Standard,2022-10-10,Chaos Orb,Blessed Orb,4.595,Medium,3.19,No,Yes
Standard,2022-10-11,Chaos Orb,Blessed Orb,3.0925,High,3.19,No,Yes
Standard,2022-10-12,Chaos Orb,Blessed Orb,3.65475,High,3.19,No,Yes
Standard,2022-10-13,Chaos Orb,Blessed Orb,3.37737,Medium,3.19,No,Yes
Standard,2022-10-14,Chaos Orb,Blessed Orb,3.37737,Medium,3.19,No,Yes
Standard,2022-10-15,Chaos Orb,Blessed Orb,3.36316,Medium,3.19,No,Yes
Standard,2022-10-16,Chaos Orb,Blessed Orb,3.26842,Medium,3.19,No,Yes
